True Greece,"[0.00000000e+00 9.31816560e-06 2.79544968e-05 3.72726624e-05
 3.72726624e-05 6.52271592e-05 6.52271592e-05 6.52271592e-05
 8.38634904e-05 2.88863133e-04 4.19317452e-04 4.28635617e-04
 6.80226089e-04 6.80226089e-04 8.29316738e-04 9.22498394e-04
 9.22498394e-04 1.77045146e-03 2.12454176e-03 3.08431281e-03
 3.08431281e-03 3.60613009e-03 3.89499322e-03 3.89499322e-03
 4.61249197e-03 4.93862777e-03 5.81453533e-03 6.47612509e-03
 6.92339704e-03 7.65021395e-03 8.31180371e-03 9.00134797e-03
 9.88657370e-03 1.07717994e-02 1.12936167e-02 1.22440696e-02
 1.31852043e-02 1.43872477e-02 1.50302011e-02 1.55892910e-02
 1.61670173e-02 1.63533806e-02 1.70708794e-02 1.75554240e-02
 1.82170137e-02 1.87388310e-02 1.93911026e-02 1.96986021e-02
 1.99874652e-02 2.02204193e-02 2.04254190e-02 2.05651915e-02
 2.07236003e-02 2.08261001e-02 2.08261001e-02 2.09192818e-02
 2.23729156e-02 2.24381428e-02 2.29506419e-02 2.32022323e-02
 2.33513230e-02 2.34538228e-02 2.36122316e-02 2.39104129e-02
 2.40035946e-02 2.41433671e-02 2.43390485e-02 2.44135939e-02
 2.44695029e-02]"
True Honduras,"[0.00000000e+00 2.08604476e-05 2.08604476e-05 2.08604476e-05
 2.08604476e-05 3.12906714e-05 6.25813427e-05 8.34417903e-05
 9.38720141e-05 1.25162685e-04 2.50325371e-04 2.50325371e-04
 2.71185818e-04 3.12906714e-04 3.12906714e-04 3.75488056e-04
 5.42371637e-04 7.09255217e-04 9.90871260e-04 1.14732462e-03
 1.44980111e-03 1.47066155e-03 1.79399849e-03 2.28421901e-03
 2.31550968e-03 2.75357908e-03 2.79529997e-03 3.10820669e-03
 3.18121825e-03 3.25422982e-03 3.57756676e-03 3.98434549e-03
 4.08864772e-03 4.09907795e-03 4.14079884e-03 4.24510108e-03
 4.37026377e-03 4.44327533e-03 4.61015891e-03 4.76661227e-03
 4.92306563e-03 4.97521675e-03 5.15253055e-03 5.31941413e-03
 5.41328614e-03 6.16426226e-03 6.53975031e-03 6.53975031e-03
 6.89437792e-03 7.32201710e-03 7.69750515e-03 8.04170254e-03
 8.38589992e-03 1.05345260e-02 1.10038861e-02]"
True Hungary,"[0.00000000e+00 2.04591776e-05 2.04591776e-05 2.04591776e-05
 4.09183552e-05 7.16071216e-05 9.20662992e-05 9.20662992e-05
 1.32984654e-04 1.32984654e-04 1.94362187e-04 3.06887664e-04
 3.27346842e-04 3.98953963e-04 5.11479440e-04 5.93316150e-04
 7.46759982e-04 8.69515048e-04 1.05364765e-03 1.34007613e-03
 1.70834133e-03 1.91293311e-03 2.31188707e-03 2.66992268e-03
 3.06887664e-03 3.50874896e-03 4.17367223e-03 4.57262619e-03
 5.03295769e-03 5.37053412e-03 5.98430945e-03 6.37303382e-03
 6.93566121e-03 7.49828859e-03 7.61081407e-03 8.35757405e-03
 9.15548198e-03 1.00249970e-02 1.21732107e-02 1.34007613e-02
 1.44237202e-02 1.49147405e-02 1.54671383e-02 1.61525207e-02
 1.68992807e-02 1.80347651e-02 1.87610659e-02 1.95998921e-02
 2.02955042e-02 2.14616773e-02 2.21777485e-02 2.33643808e-02
 2.49908854e-02 2.49908854e-02 2.55739720e-02 2.64230279e-02
 2.70981807e-02 2.78960887e-02 2.83871089e-02 2.92873127e-02
 3.00954502e-02 3.06683072e-02]"
True Iceland,"[0.00000000e+00 2.83510196e-04 2.83510196e-04 8.50530589e-04
 1.70106118e-03 3.11861216e-03 7.37126511e-03 9.63934668e-03
 1.21909384e-02 1.41755098e-02 1.41755098e-02 1.64435914e-02
 1.95622036e-02 2.40983667e-02 2.92015502e-02 3.79903663e-02
 4.42275906e-02 4.84802436e-02 5.10318354e-02 6.23722432e-02
 7.08775491e-02 9.35583648e-02 1.15955670e-01 1.34100323e-01
 1.61033792e-01 1.66703996e-01 1.83714607e-01 2.08947015e-01
 2.27375178e-01 2.52324075e-01 2.73020319e-01 2.89180400e-01
 3.07892073e-01 3.21784073e-01 3.45882440e-01 3.73949949e-01
 3.86707908e-01 4.01733948e-01 4.21296152e-01 4.42842927e-01
 4.49647172e-01 4.58152477e-01 4.67224804e-01 4.74879579e-01
 4.78848722e-01 4.82250844e-01 4.85085946e-01 4.87637538e-01
 4.89622109e-01 4.93024232e-01 4.97276885e-01 4.98977946e-01
 5.02096558e-01 5.02663578e-01 5.04081129e-01 5.06065701e-01
 5.07199741e-01 5.07199741e-01 5.07483252e-01 5.08050272e-01
 5.08050272e-01 5.08900803e-01 5.09467823e-01 5.09467823e-01
 5.09751333e-01 5.09751333e-01 5.10034843e-01]"
True Indonesia,"[0.00000000e+00 7.47207029e-07 7.47207029e-07 7.47207029e-07
 7.47207029e-07 1.49441406e-06 1.49441406e-06 2.24162109e-06
 7.09846677e-06 1.00872949e-05 1.27025195e-05 1.27025195e-05
 2.57786425e-05 3.58659374e-05 4.37116112e-05 5.00628709e-05
 6.42598045e-05 8.48079978e-05 1.16190693e-04 1.37859697e-04
 1.68121581e-04 1.92032206e-04 2.16316435e-04 2.56292011e-04
 2.95146776e-04 3.33627938e-04 3.90789276e-04 4.31512059e-04
 4.80080516e-04 5.28275369e-04 5.70866170e-04 6.26533094e-04
 6.68750291e-04 7.41976580e-04 7.81578552e-04 8.49200788e-04
 9.30646354e-04 1.02292642e-03 1.10437199e-03 1.23027637e-03
 1.31209554e-03 1.43538470e-03 1.58445250e-03 1.70251122e-03
 1.80786741e-03 1.91882765e-03 2.06079699e-03 2.21285362e-03
 2.33427476e-03 2.45644311e-03 2.52555976e-03 2.66566108e-03
 2.77139087e-03 2.90476732e-03 3.06765846e-03 3.21560545e-03
 3.31834642e-03 3.39829757e-03 3.55334303e-03 3.65047994e-03
 3.78012036e-03 3.94189068e-03 4.05098291e-03 4.18137053e-03]"
True Ireland,"[0.00000000e+00 2.05452335e-05 2.05452335e-05 2.05452335e-05
 4.10904670e-05 1.23271401e-04 1.23271401e-04 3.69814203e-04
 3.69814203e-04 3.90359437e-04 4.31449904e-04 6.98537940e-04
 8.83445041e-04 8.83445041e-04 1.84907102e-03 2.65033512e-03
 2.65033512e-03 3.47214446e-03 4.58158707e-03 5.99920819e-03
 1.14436951e-02 1.40323945e-02 1.61280083e-02 1.86139816e-02
 2.31133877e-02 2.73046153e-02 3.21327452e-02 3.73717798e-02
 4.35764403e-02 4.96167389e-02 5.37257856e-02 5.97866295e-02
 6.64638304e-02 7.08194199e-02 7.90786038e-02 8.77897828e-02
 9.45902551e-02 1.02602896e-01 1.10204633e-01 1.17292738e-01
 1.24791748e-01 1.35064365e-01 1.66190394e-01 1.83427845e-01
 1.98364230e-01 2.18745101e-01 2.35838736e-01 2.57781045e-01
 2.72655794e-01 2.87222365e-01 3.03206556e-01 3.13335356e-01
 3.21573995e-01 3.29545546e-01 3.42509588e-01 3.61739927e-01
 3.73594526e-01 3.81340079e-01 3.95742288e-01 4.03672748e-01
 4.08377607e-01 4.16102614e-01 4.23478353e-01 4.28018850e-01
 4.35065865e-01 4.41845792e-01]"
True Israel,"[0.00000000e+00 1.12577115e-05 1.12577115e-05 1.12577115e-05
 1.12577115e-05 1.12577115e-05 2.25154231e-05 3.37731346e-05
 4.50308461e-05 7.88039807e-05 1.12577115e-04 1.12577115e-04
 1.35092538e-04 1.68865673e-04 2.25154231e-04 4.16535327e-04
 4.84081596e-04 6.86720403e-04 6.86720403e-04 8.44328365e-04
 8.89359211e-04 1.12577115e-03 1.41847165e-03 1.74494529e-03
 2.39789256e-03 2.45418111e-03 2.81442788e-03 3.42234431e-03
 4.80704282e-03 5.95532940e-03 8.01549061e-03 9.94055928e-03
 1.20570091e-02 1.39370469e-02 2.66695186e-02 3.03170172e-02
 3.41671545e-02 4.07416580e-02 4.78115009e-02 5.28549556e-02
 6.03188184e-02 6.85819787e-02 7.71941280e-02 8.36222813e-02
 8.83842932e-02 9.49025082e-02 1.00238663e-01 1.04111316e-01
 1.05867519e-01 1.12216869e-01 1.17170262e-01 1.20941595e-01
 1.25467195e-01 1.30431846e-01 1.35610393e-01 1.40732652e-01
 1.43625884e-01 1.46147611e-01 1.49333543e-01 1.51877786e-01
 1.54376998e-01 1.56955014e-01 1.63214302e-01 1.66647904e-01
 1.69518620e-01 1.72220471e-01 1.73852839e-01 1.75113703e-01
 1.77061287e-01 1.78254604e-01 1.79515468e-01 1.81260413e-01
 1.82206061e-01 1.82464989e-01]"
True Italy,"[0.00000000e+00 3.31006578e-06 3.31006578e-06 3.31006578e-06
 3.31006578e-06 3.31006578e-06 3.31006578e-06 3.31006578e-06
 4.96509867e-06 4.96509867e-06 4.96509867e-06 4.96509867e-06
 4.96509867e-06 4.96509867e-06 4.96509867e-06 4.96509867e-06
 4.96509867e-06 4.96509867e-06 4.96509867e-06 4.96509867e-06
 4.96509867e-06 4.96509867e-06 3.31006578e-05 1.02612039e-04
 2.56530098e-04 3.79002532e-04 5.32920590e-04 7.49729899e-04
 1.08404654e-03 1.46966921e-03 1.86687710e-03 2.80362571e-03
 3.36964696e-03 4.14089229e-03 5.11239659e-03 6.38511689e-03
 7.67273247e-03 9.73655848e-03 1.22058676e-02 1.51799617e-02
 1.67969288e-02 2.06250199e-02 2.06250199e-02 2.92278808e-02
 3.50155308e-02 4.09570989e-02 4.63078202e-02 5.21434662e-02
 5.91061896e-02 6.79142746e-02 7.78213015e-02 8.86733521e-02
 9.78753350e-02 1.05801287e-01 1.14488555e-01 1.23111276e-01
 1.33377445e-01 1.43157035e-01 1.53044201e-01 1.61678508e-01
 1.68381391e-01 1.75089239e-01 1.83003607e-01 1.90729300e-01
 1.98317626e-01 2.06270059e-01 2.13413181e-01 2.19369644e-01
 2.24399289e-01 2.30747995e-01 2.37705754e-01 2.44244789e-01
 2.52013513e-01 2.58785908e-01 2.64004226e-01 2.68922984e-01
 2.73336957e-01 2.79602911e-01 2.85383941e-01 2.91161661e-01
 2.96204546e-01 2.99938300e-01 3.04454885e-01 3.10032346e-01
 3.14411563e-01 3.19411417e-01 3.23312330e-01 3.27158626e-01
 3.30036728e-01 3.33497402e-01 3.36949801e-01 3.40048022e-01
 3.43300162e-01 3.46444725e-01 3.48743565e-01]"
True Jordan,"[0.00000000e+00 1.00441834e-05 1.00441834e-05 1.00441834e-05
 1.00441834e-05 1.00441834e-05 1.00441834e-05 1.00441834e-05
 1.00441834e-05 1.00441834e-05 1.00441834e-05 1.00441834e-05
 1.00441834e-05 8.03534669e-05 1.70751117e-04 3.41502234e-04
 5.22297535e-04 6.93048652e-04 8.53755585e-04 8.53755585e-04
 1.12494854e-03 1.27561129e-03 1.54680424e-03 1.72759954e-03
 2.12936687e-03 2.36038309e-03 2.47086911e-03 2.60144349e-03
 2.69184114e-03 2.75210624e-03 2.79228297e-03 3.00321082e-03
 3.11369684e-03 3.24427122e-03 3.46524326e-03 3.50541999e-03
 3.54559673e-03 3.59581764e-03 3.73643621e-03 3.73643621e-03
 3.82683386e-03 3.90718733e-03 3.92727569e-03 3.98754079e-03
 4.02771753e-03 4.03776171e-03 4.08798263e-03 4.14824773e-03
 4.18842446e-03 4.26877793e-03 4.29891048e-03 4.36921976e-03
 4.38930813e-03 4.42948486e-03 4.45961741e-03 4.48974996e-03
 4.50983833e-03 4.50983833e-03 4.52992669e-03 4.55001506e-03
 4.61028016e-03 4.62032434e-03 4.63036853e-03]"
True Kazakhstan,"[0.00000000e+00 2.18909034e-05 3.28363551e-05 4.92545326e-05
 5.47272585e-05 1.80599953e-04 1.91545405e-04 2.40799937e-04
 2.68163567e-04 2.90054470e-04 3.28363551e-04 3.39309003e-04
 3.94036261e-04 4.43290794e-04 6.07472569e-04 8.20908877e-04
 1.24778149e-03 1.55425414e-03 1.65276321e-03 1.87714497e-03
 2.07963582e-03 2.38063574e-03 2.53934479e-03 2.90601743e-03
 3.19607190e-03 3.62294451e-03 3.81448992e-03 3.97867169e-03
 4.27419889e-03 4.44385339e-03 4.73390786e-03 5.20456228e-03
 5.97074390e-03 6.74239825e-03 7.08717998e-03 7.67276164e-03
 8.46083416e-03 8.83845225e-03 9.17228852e-03 1.01354883e-02
 1.09180881e-02 1.16842697e-02 1.25270695e-02 1.35833056e-02
 1.42345599e-02 1.48693961e-02 1.55151778e-02 1.65659411e-02
 1.71734137e-02 1.86182133e-02 1.96853949e-02 2.11083036e-02
 2.14530853e-02]"
True Latvia,"[0.00000000e+00 5.18894506e-05 5.18894506e-05 5.18894506e-05
 5.18894506e-05 5.18894506e-05 5.18894506e-05 1.03778901e-04
 3.11336703e-04 4.15115605e-04 5.18894506e-04 5.18894506e-04
 8.82120660e-04 1.34912571e-03 1.55668352e-03 1.76424132e-03
 2.54258308e-03 3.68415099e-03 4.46249275e-03 5.75972901e-03
 6.43429187e-03 7.21263363e-03 9.34010110e-03 1.02222218e-02
 1.14675686e-02 1.26610259e-02 1.45290462e-02 1.58262824e-02
 1.80056393e-02 1.95104334e-02 2.06520013e-02 2.31426950e-02
 2.37653684e-02 2.55814991e-02 2.64117303e-02 2.76570772e-02
 2.81240822e-02 2.84354189e-02 2.99402130e-02 3.05628864e-02
 3.17563437e-02 3.26903539e-02 3.37800323e-02 3.39875901e-02
 3.40913690e-02 3.45583741e-02 3.50253791e-02 3.53886053e-02
 3.69452888e-02 3.77236306e-02 3.83463040e-02 3.88133090e-02
 3.94878719e-02 4.03699925e-02 4.06813292e-02 4.17191183e-02
 4.21342339e-02 4.24455706e-02 4.33795807e-02 4.40541435e-02
 4.45211486e-02 4.51438220e-02 4.51957114e-02 4.56108270e-02]"
True Lithuania,"[0.00000000e+00 3.56946154e-05 3.56946154e-05 3.56946154e-05
 3.56946154e-05 3.56946154e-05 3.56946154e-05 3.56946154e-05
 3.56946154e-05 3.56946154e-05 3.56946154e-05 3.56946154e-05
 3.56946154e-05 1.07083846e-04 1.07083846e-04 2.14167693e-04
 2.85556923e-04 4.28335385e-04 6.06808462e-04 8.92365386e-04
 9.63754617e-04 1.28500616e-03 1.74903616e-03 2.96265308e-03
 5.10433001e-03 6.38933616e-03 7.46017463e-03 9.78032463e-03
 1.06726900e-02 1.27786723e-02 1.40636785e-02 1.64195231e-02
 1.75260562e-02 1.91680085e-02 2.07385716e-02 2.31658054e-02
 2.48434523e-02 2.75205485e-02 2.89483331e-02 3.00905608e-02
 3.14112616e-02 3.25534893e-02 3.40883577e-02 3.56589208e-02
 3.66226754e-02 3.75864300e-02 3.79076816e-02 3.81932385e-02
 3.89428254e-02 4.02635262e-02 4.10131131e-02 4.42256285e-02
 4.63316108e-02 4.73310601e-02 4.81877308e-02 4.89016231e-02
 4.99010724e-02 5.03294078e-02 5.09005216e-02 5.13288570e-02
 5.17214978e-02 4.79735631e-02 4.90800962e-02 4.94370424e-02
 4.99367670e-02 5.01866293e-02 5.03294078e-02]"
True Luxembourg,"[0.00000000e+00 1.64487211e-04 1.64487211e-04 1.64487211e-04
 1.64487211e-04 1.64487211e-04 1.64487211e-04 3.28974422e-04
 3.28974422e-04 4.93461633e-04 4.93461633e-04 8.22436056e-04
 1.15141048e-03 3.12525701e-03 5.59256518e-03 8.38884777e-03
 9.70474546e-03 1.26655153e-02 2.30282096e-02 3.33909039e-02
 5.51032157e-02 7.96118102e-02 1.10206431e-01 1.31260794e-01
 1.43926310e-01 1.80771445e-01 2.19261452e-01 2.38999918e-01
 2.64001974e-01 3.01176084e-01 3.20750062e-01 3.27000576e-01
 3.58253146e-01 3.81445843e-01 4.09079694e-01 4.29640595e-01
 4.48885599e-01 4.61222140e-01 4.67637141e-01 4.88527017e-01
 4.99054199e-01 5.12377663e-01 5.30142281e-01 5.37873180e-01
 5.39682540e-01 5.41491899e-01 5.43959207e-01 5.54815363e-01
 5.66493955e-01 5.72415495e-01 5.81791266e-01 5.83929599e-01
 5.85245497e-01 5.95114730e-01 6.01036269e-01 6.02845629e-01
 6.07780245e-01 6.10412040e-01 6.12385887e-01 6.13372810e-01
 6.15346657e-01 6.19952299e-01 6.22419607e-01 6.25380377e-01
 6.27025249e-01 6.28999095e-01]"
True Madagascar,"[0.00000000e+00 1.14231893e-05 1.14231893e-05 1.14231893e-05
 4.56927570e-05 6.47314058e-05 7.23468653e-05 8.75777843e-05
 9.90009736e-05 9.90009736e-05 1.48501460e-04 1.63732379e-04
 2.17040596e-04 2.17040596e-04 2.24656055e-04 2.66541083e-04
 2.66541083e-04 2.74156542e-04 3.12233840e-04 3.35080218e-04
 3.54118867e-04 3.54118867e-04 3.54118867e-04 3.88388435e-04
 4.03619354e-04 4.03619354e-04 4.11234813e-04 4.18850273e-04
 4.22658003e-04 4.45504381e-04 4.56927570e-04 4.60735300e-04
 4.60735300e-04 4.60735300e-04 4.60735300e-04 4.60735300e-04
 4.64543030e-04 4.68350760e-04 4.72158489e-04 4.87389408e-04
 4.87389408e-04 4.87389408e-04 4.87389408e-04 5.02620327e-04
 5.14043517e-04 5.67351733e-04]"
True Malta,"[0.         0.00061903 0.00061903 0.00061903 0.00103171 0.00123806
 0.00123806 0.00247612 0.00371417 0.0043332  0.00619029 0.00784103
 0.00784103 0.01093618 0.01320595 0.01506304 0.01857087 0.0220787
 0.02269773 0.02661824 0.02764996 0.02868167 0.0307451  0.03115779
 0.03218951 0.03487196 0.03879248 0.04044322 0.04168128 0.04395106
 0.04683986 0.04972866 0.06045849 0.06169655 0.06953759 0.07222004
 0.0763469  0.07799765 0.07923571 0.08109279 0.08233085 0.08501331
 0.08707674 0.08790211 0.08810845 0.08893383 0.09140994 0.09161628
 0.09182263 0.09223531 0.09244166 0.09244166 0.09285434 0.09450509
 0.0955368  0.09594949 0.09636217 0.09656852 0.0984256 ]"
True Mexico,"[0.00000000e+00 7.92450872e-07 3.16980349e-06 3.96225436e-06
 3.96225436e-06 3.96225436e-06 3.96225436e-06 3.96225436e-06
 4.75470523e-06 4.75470523e-06 5.54715610e-06 5.54715610e-06
 5.54715610e-06 6.33960698e-06 9.50941047e-06 2.06037227e-05
 3.24904858e-05 4.19998962e-05 6.49809715e-05 7.36979311e-05
 9.35092029e-05 1.29961943e-04 1.60867527e-04 1.98905169e-04
 2.50414476e-04 2.90829470e-04 3.20942603e-04 3.76414164e-04
 4.63583760e-04 5.68187275e-04 6.71998340e-04 7.86903716e-04
 8.66941254e-04 9.62827810e-04 1.09199730e-03 1.19660082e-03
 1.33765707e-03 1.49773215e-03 1.69822222e-03 1.93278768e-03
 2.20697568e-03 2.52078622e-03 2.72682345e-03 3.04618115e-03
 3.34335023e-03 3.69361351e-03 3.97334867e-03 4.27844226e-03
 4.63346025e-03 4.99006314e-03 5.44809975e-03 5.94100419e-03
 6.54643665e-03 6.95137905e-03 7.52907574e-03 8.35560200e-03
 9.21858099e-03 1.02004276e-02 1.09691050e-02 1.16308014e-02
 1.23059696e-02 1.32751370e-02 1.41048331e-02 1.52340756e-02
 1.64346386e-02 1.75036549e-02 1.85996144e-02]"
True Moldova,"[0.00000000e+00 3.69542458e-05 3.69542458e-05 1.10862738e-04
 1.10862738e-04 1.10862738e-04 2.21725475e-04 4.43450950e-04
 8.49947654e-04 8.49947654e-04 1.10862738e-03 1.10862738e-03
 1.81075805e-03 2.43898023e-03 2.95633967e-03 3.47369911e-03
 4.02801280e-03 4.61928073e-03 5.50618263e-03 6.54090151e-03
 7.35389492e-03 8.53643079e-03 9.71896666e-03 1.10123653e-02
 1.30448488e-02 1.56316460e-02 1.86618941e-02 2.18399593e-02
 2.77895929e-02 3.19284684e-02 3.56608472e-02 3.90236836e-02
 4.33842846e-02 4.76340229e-02 5.31402055e-02 5.76486235e-02
 6.14179566e-02 6.32656689e-02 7.14695115e-02 7.57192497e-02
 7.95994455e-02 8.36644126e-02 8.78771966e-02 9.13508957e-02
 9.41594184e-02 9.65983986e-02 1.02658895e-01 1.08128123e-01
 1.14927705e-01 1.22096828e-01 1.25940070e-01 1.28637730e-01
 1.34439546e-01 1.39354461e-01 1.44010696e-01 1.47077898e-01
 1.49738604e-01 1.52288447e-01]"
True Mongolia,"[0.00000000e+00 3.15436716e-05 3.15436716e-05 3.15436716e-05
 3.15436716e-05 3.15436716e-05 3.15436716e-05 3.15436716e-05
 1.57718358e-04 1.89262029e-04 1.89262029e-04 1.89262029e-04
 3.15436716e-04 3.15436716e-04 3.15436716e-04 3.15436716e-04
 3.15436716e-04 3.46980387e-04 3.46980387e-04 3.78524059e-04
 3.78524059e-04 3.78524059e-04 3.78524059e-04 4.41611402e-04
 4.41611402e-04 4.41611402e-04 4.41611402e-04 4.41611402e-04
 4.73155074e-04 4.73155074e-04 5.04698745e-04 5.04698745e-04
 5.04698745e-04 5.04698745e-04 5.04698745e-04 5.36242417e-04
 9.46310147e-04 9.46310147e-04 9.77853819e-04 9.77853819e-04
 9.77853819e-04 1.00939749e-03 1.04094116e-03 1.07248483e-03
 1.10402851e-03 1.13557218e-03 1.16711585e-03 1.16711585e-03
 1.19865952e-03 1.19865952e-03 1.19865952e-03 1.19865952e-03
 1.19865952e-03 1.19865952e-03 1.23020319e-03 1.23020319e-03]"
True Norway,"[0.00000000e+00 1.88255989e-05 1.88255989e-05 1.12953593e-04
 2.82383983e-04 3.57686379e-04 4.70639972e-04 6.02419165e-04
 1.05423354e-03 1.63782710e-03 2.03316468e-03 2.76736304e-03
 3.31330541e-03 3.85924777e-03 7.53023956e-03 1.12577081e-02
 1.32155704e-02 1.87502965e-02 2.05199028e-02 2.29860563e-02
 2.50945233e-02 2.75418512e-02 2.91796783e-02 3.28694957e-02
 3.60321963e-02 3.98726185e-02 4.48990534e-02 4.93418947e-02
 5.38976896e-02 5.80581470e-02 6.34234427e-02 7.06901239e-02
 7.55847796e-02 8.06488657e-02 8.36797871e-02 8.73696045e-02
 9.15488874e-02 9.68953575e-02 1.01093466e-01 1.04482074e-01
 1.07061181e-01 1.10412138e-01 1.14572595e-01 1.14572595e-01
 1.16925795e-01 1.18864831e-01 1.20653263e-01 1.22837033e-01
 1.24305430e-01 1.24681942e-01 1.26884537e-01 1.29821330e-01
 1.30593180e-01 1.32456914e-01 1.33247589e-01 1.34715986e-01
 1.35374882e-01 1.38142245e-01 1.39328257e-01 1.40495445e-01
 1.41173166e-01 1.41700283e-01 1.43055726e-01 1.44204088e-01
 1.45145368e-01 1.45672484e-01 1.46519636e-01 1.47009102e-01
 1.47724475e-01]"
True Pakistan,"[0.00000000e+00 9.42440316e-07 9.42440316e-07 9.42440316e-07
 1.88488063e-06 1.88488063e-06 1.88488063e-06 2.35610079e-06
 2.35610079e-06 2.35610079e-06 2.82732095e-06 2.82732095e-06
 2.82732095e-06 2.82732095e-06 7.53952253e-06 8.95318300e-06
 9.42440316e-06 1.31941644e-05 1.46078249e-05 2.49746684e-05
 6.40859415e-05 1.11207957e-04 1.40894827e-04 2.13933952e-04
 2.36081299e-04 3.43990715e-04 3.65666843e-04 4.12317638e-04
 4.58025994e-04 5.00907028e-04 5.65935410e-04 6.46985277e-04
 7.04474136e-04 7.52538593e-04 8.09085012e-04 9.13224667e-04
 9.98044295e-04 1.14082400e-03 1.26569734e-03 1.32789841e-03
 1.48764204e-03 1.77461512e-03 1.90137334e-03 2.00881153e-03
 2.11530729e-03 2.21237864e-03 2.36128421e-03 2.46448143e-03
 2.58982599e-03 2.75051206e-03 3.00779827e-03 3.26037227e-03
 3.31032161e-03 3.59917957e-03 3.93374588e-03 3.96673129e-03
 4.50722081e-03 4.74801431e-03 5.25646086e-03 5.62636869e-03
 5.99533407e-03 6.28042227e-03 6.55702850e-03 6.88546895e-03
 7.31569296e-03 7.92450940e-03 8.53568194e-03 9.00171868e-03
 9.46398566e-03]"
True Paraguay,"[0.00000000e+00 1.43759315e-05 1.43759315e-05 1.43759315e-05
 7.18796574e-05 7.18796574e-05 8.62555888e-05 8.62555888e-05
 8.62555888e-05 1.15007452e-04 1.29383383e-04 1.58135246e-04
 1.58135246e-04 1.86887109e-04 2.58766766e-04 3.16270492e-04
 3.16270492e-04 3.88150150e-04 5.31909464e-04 5.89413190e-04
 7.47548436e-04 8.05052162e-04 8.48179957e-04 9.20059614e-04
 9.34435546e-04 9.91939271e-04 1.10694672e-03 1.32258570e-03
 1.38008942e-03 1.49509687e-03 1.62448026e-03 1.65323212e-03
 1.71073584e-03 1.78261550e-03 1.85449516e-03 1.91199889e-03
 1.92637482e-03 2.11326193e-03 2.28577310e-03 2.31452497e-03
 2.50141208e-03 2.86081036e-03 2.90393816e-03 2.96144188e-03
 2.99019375e-03 2.99019375e-03 3.06207340e-03 3.06207340e-03
 3.20583272e-03 3.27771238e-03 3.27771238e-03 3.27771238e-03
 3.43584762e-03 3.43584762e-03 3.82399777e-03 4.78718518e-03
 5.31909464e-03 5.69286886e-03]"
True Peru,"[0.00000000e+00 3.12604957e-06 3.12604957e-06 1.87562974e-05
 2.18823470e-05 3.43865453e-05 3.43865453e-05 4.68907436e-05
 8.75293880e-05 1.18789884e-04 1.34420132e-04 2.68840263e-04
 3.65747800e-04 4.53277188e-04 7.31495600e-04 7.31495600e-04
 9.94083764e-04 1.13475599e-03 1.23478958e-03 1.30043662e-03
 1.50050379e-03 1.81310875e-03 1.98504148e-03 2.09757926e-03
 2.66339423e-03 2.96974709e-03 3.32924279e-03 4.13576358e-03
 4.42023409e-03 4.98604907e-03 5.45808255e-03 7.13051907e-03
 8.00581295e-03 9.23435043e-03 1.35733072e-02 1.64305165e-02
 1.84343143e-02 2.14071875e-02 2.35047667e-02 3.05852690e-02
 3.22076887e-02 3.58714188e-02 3.90474852e-02 4.21672827e-02
 4.50776348e-02 4.88539027e-02 5.10327592e-02 5.57593462e-02
 6.01764542e-02 6.53782007e-02 6.76727211e-02 7.91859617e-02
 8.60195060e-02 8.97144966e-02 9.75014861e-02 1.06069988e-01
 1.15588809e-01 1.26476840e-01 1.32963392e-01 1.43573205e-01]"
True Poland,"[0.00000000e+00 2.63332873e-06 2.63332873e-06 1.31666436e-05
 1.31666436e-05 2.89666160e-05 4.21332596e-05 5.79332320e-05
 8.16331905e-05 1.29033108e-04 1.79066353e-04 2.71232859e-04
 3.13366118e-04 4.66099184e-04 6.26732237e-04 6.60965510e-04
 9.34831697e-04 1.11916471e-03 1.41146420e-03 1.66953041e-03
 1.97236322e-03 2.37262918e-03 2.76762849e-03 3.21529437e-03
 3.65769360e-03 4.31339245e-03 4.90325809e-03 5.41149053e-03
 6.08562268e-03 6.72552156e-03 7.75778642e-03 8.90855108e-03
 9.55108329e-03 1.08019144e-02 1.16208797e-02 1.27663777e-02
 1.37064760e-02 1.46808076e-02 1.56814726e-02 1.67374374e-02
 1.75748359e-02 1.82595014e-02 1.89652335e-02 1.99658984e-02
 2.08506968e-02 2.20646614e-02 2.30205597e-02 2.44557239e-02
 2.52615225e-02 2.59540879e-02 2.67783198e-02 2.76789182e-02
 2.86822165e-02 2.96855147e-02 3.05913798e-02 3.13418785e-02
 3.21740104e-02 3.32852751e-02 3.39093740e-02 3.45097729e-02
 3.52207717e-02 3.60581702e-02]"
